value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,,,,
-13024,21999,-0.59202691,-7741.16014,21119.04,-0.366548865,,,,
-23187,30132,-0.769514138,-17156.62258,29529.36,-0.581002181,,,,
-35667,53637,-0.664970077,-23866.89849,49346.04,-0.483663907,,,,
-22075,24038,-0.918337632,-22075,24038,-0.918337632,,,,
-18703.94022,25655,-0.729056333,-13056.24852,25141.9,-0.51930238,,,,
-30422.83945,32395,-0.939121452,-30422.99972,32395,-0.9391264,,,,
-30408,42350,-0.718016529,-21931.66359,41503,-0.528435621,,,,
-9399,16322,-0.575848548,-5148.32136,15342.68,-0.335555546,,,,
-36977.81313,44951,-0.822624928,-27083.19901,43152.96,-0.6276093,,,,
-18402,26323,-0.699084451,-13133.92536,25796.54,-0.509135154,,,,
-34069,39008,-0.873384947,-26263.05574,38227.84,-0.687013855,,,,
-19706,32728,-0.602114397,-14466.2472,30764.32,-0.470228082,,,,
-14617,24567,-0.594985143,-9700.65196,24075.66,-0.402923615,,,,
-22676,33664,-0.673597909,-15938.75635,32990.72,-0.483128478,,,,
-31598.98494,39571,-0.798538954,-23679.56157,38779.58,-0.610619341,,,,
-29601,37586,-0.787553876,-21326.81796,36834.28,-0.578993751,,,,
-27837,34777,-0.800442821,-20181.19122,34081.46,-0.592145736,,,,
-25385,28333,-0.895951717,-25385,28333,-0.895951717,,,,
-20521.84691,25480,-0.805410004,-15422.48355,24970.4,-0.617630617,,,,
-10768,23742,-0.453542246,-5067.5458,20418.12,-0.248188658,,,,
-21223,29207,-0.726640874,-14209.81516,28038.72,-0.506792577,,,,
-16127,18114,-0.890305841,-16127,18114,-0.890305841,,,,
-26886,38872,-0.691654661,-18330.2728,34207.36,-0.53585757,,,,
-10988.42562,16974,-0.64736807,-6574.36449,15955.56,-0.412042228,,,,
-9660,17653,-0.547215771,-5067.74858,16593.82,-0.305399756,,,,
-33010,40978,-0.8055542,-24809.002,40158.44,-0.617778031,,,,
-8780,17761,-0.494341535,-4159.65346,16695.34,-0.249150569,,,,
-27225,35151,-0.774515661,-18783.83886,33744.96,-0.556641314,,,,
-18390,26333,-0.69836327,-12593.05338,25806.34,-0.487982929,,,,
-21632.625,34642,-0.624462358,-14700.7608,31177.8,-0.471513731,,,,
-30256,37241,-0.812437904,-22802.88419,36496.18,-0.624801943,,,,
-20325.65596,30270,-0.671478558,-13662.0622,29664.6,-0.460551034,,,,
-33952,41963,-0.809093725,-24715.9437,40284.48,-0.613535131,,,,
-8454,22406,-0.377309649,-3969.842408,21957.88,-0.18079352,,,,
-22273,29218,-0.762304059,-15840.94948,28633.64,-0.553228632,,,,
-5400.842537,8369,-0.645339053,-3726.038257,8369,-0.445219053,,,,
-8065.764999,16036,-0.502978611,-3894.314513,15073.84,-0.258349201,,,,
-13446,16399,-0.819928044,-13446,16399,-0.819928044,,,,
-17590,20595,-0.854090799,-14292.86357,20595,-0.693996774,,,,
-32793,39781,-0.824338252,-24036.60903,38985.38,-0.616554437,,,,
-23089.875,29030,-0.79537978,-17863.85622,28449.4,-0.627916801,,,,
-11799,21734,-0.54288212,-7449.59192,21299.32,-0.349757265,,,,
-24366,35355,-0.689181162,-16585.7787,31819.5,-0.521245736,,,,
-11898.625,22899,-0.519613302,-6401.49106,20609.1,-0.31061478,,,,
-15767,18735,-0.841579931,-15769.96,18735,-0.841737924,,,,
-20033,22014,-0.910011811,-20033,22014,-0.910011811,,,,
-10175,15158,-0.6712627,-8659.018104,15158,-0.5712507,,,,
-21233,22190,-0.956872465,-21234.95738,22190,-0.956960675,,,,
-25560.98207,41526,-0.615541638,-18914.33051,39864.96,-0.47446004,,,,
-25357,47350,-0.535522703,-14937.48492,41668,-0.358488166,,,,
-24956,30957,-0.806150467,-18760.26602,30957,-0.606010467,,,,
-9721.908657,21659,-0.448862305,-4088.402757,18193.56,-0.224717029,,,,
-45639,50636,-0.90131527,-35505.11605,49623.28,-0.715493132,,,,
-19989,38941,-0.513315015,-14535.64896,38162.18,-0.380891473,,,,
-38567,41558,-0.928028298,-30253.07275,40726.84,-0.742828875,,,,
-19458.8978,21478,-0.905992076,-19458.98669,21478,-0.905996214,,,,
-38590,45590,-0.846457556,-29466.64962,44678.2,-0.659530814,,,,
-29840,32795,-0.909894801,-29846.96176,32795,-0.910107082,,,,
-19539.36555,21508,-0.908469665,-19539.36555,21508,-0.908469665,,,,
-16948,22890,-0.74041066,-12368.71816,22432.2,-0.551382306,,,,
-33892,45864,-0.738967382,-24713.52073,41277.6,-0.598715059,,,,
-10425,19379,-0.537953455,-6158.90694,18991.42,-0.324299444,,,,
-22216,25151,-0.883304839,-19195.96852,25151,-0.763228839,,,,
-8774,14736,-0.595412595,-5235.709568,14736,-0.355300595,,,,
-12295.56966,19252,-0.638664537,-7672.684428,18481.92,-0.415145419,,,,
-22910.625,25897,-0.884682589,-17210.28095,25897,-0.664566589,,,,
-23812.98423,40760,-0.584224343,-17286.65607,39944.8,-0.432763616,,,,
-13430,26397,-0.508769936,-7091.02442,25341.12,-0.27982285,,,,
-10666.96534,16614,-0.642046788,-6344.999377,15617.16,-0.406283817,,,,
-20143,31113,-0.647414264,-13917.2887,28001.7,-0.497015849,,,,
-17162.606,25156,-0.682247019,-11624.76416,24652.88,-0.471537774,,,,
-24890,32836,-0.758009502,-18976.32834,32179.28,-0.58970643,,,,
-30406.93473,43350,-0.701428714,-20864.73273,41616,-0.501363243,,,,
-24397,32382,-0.75341239,-17270.36576,31734.36,-0.544216608,,,,
-21629.99028,23580,-0.917302387,-21629.99028,23580,-0.917302387,,,,
-25208,30191,-0.834950813,-17961.56569,27775.72,-0.64666427,,,,
-27075.75,38032,-0.711920225,-19476.35808,34989.44,-0.556635318,,,,
-19049,22023,-0.864959361,-17728.23865,22023,-0.804987452,,,,
-7074,20009,-0.353540907,-2669.21874,19608.82,-0.136123374,,,,
-20585.99486,27527,-0.747847381,-15627.72151,26976.46,-0.579309572,,,,
-9567,11564,-0.82730889,-9567,11564,-0.82730889,,,,
-16817,24783,-0.678569987,-11857.12864,24287.34,-0.488202028,,,,
-35256,48255,-0.730618589,-25600.70599,47289.9,-0.541356738,,,,
-29366,36376,-0.807290521,-22085.99837,35648.48,-0.619549511,,,,
-20046.98736,27973,-0.716654894,-13329.55114,26854.08,-0.496369682,,,,
-23859,36855,-0.647374847,-17220.52998,36117.9,-0.476786579,,,,
-16910,18895,-0.894945753,-16910,18895,-0.894945753,,,,
-28403.89275,34360,-0.826655784,-22904.64347,33672.8,-0.680212025,,,,
-34882,37838,-0.921877478,-29580.8962,37838,-0.781777478,,,,
-20963,32896,-0.63725073,-14378.44735,32238.08,-0.446008179,,,,
-15067,38011,-0.396385257,-7460.9989,34209.9,-0.21809473,,,,
-33231,40209,-0.826456763,-25183.89241,39404.82,-0.639106901,,,,
-36478,38492,-0.947677439,-36478,38492,-0.947677439,,,,
-19803.80857,27792,-0.712572271,-13685.67769,27236.16,-0.50248191,,,,
-16467,28394,-0.579946468,-10216.34484,27826.12,-0.367149457,,,,
-16180.625,25143,-0.643543929,-11151.62789,24640.14,-0.452579729,,,,
-22119.22841,32095,-0.689179885,-15055.88094,30169.3,-0.499046413,,,,
-14316,18256,-0.784180543,-14317.97008,18256,-0.784288457,,,,
-26625,28625,-0.930131004,-26625,28625,-0.930131004,,,,
-11737.95408,17670,-0.664287158,-8201.621641,17316.6,-0.473627712,,,,
-22216,29141,-0.762362307,-15800.90026,28558.18,-0.553288069,,,,
-28581,31557,-0.905694458,-23527.96693,31557,-0.745570458,,,,
-6889.782056,8856,-0.777979004,-4940.48332,8856,-0.557868487,,,,
-31528,48482,-0.650303205,-20857.1118,42664.16,-0.488867279,,,,
-15805.95486,32744,-0.482713012,-9907.974607,32089.12,-0.308764298,,,,
-12257,22216,-0.551719481,-7812.01408,21771.68,-0.358815401,,,,
-29103.91563,36082,-0.806604834,-21160.84321,35360.36,-0.598434043,,,,
-12794,15742,-0.812730276,-9960.743449,15742,-0.632749552,,,,pct change
-21577.85441,28581,-0.754971989,-15286.03307,28009.38,-0.545746927,,value1,-21943.14232,-23.97459923
-14094,16048,-0.878240279,-11527.97197,16048,-0.718343218,,value2,-16682.36189,
-25535.97136,27511,-0.928209493,-25535.97136,27511,-0.928209493,,r1,29812.88889,-3.632954193
-15755,28745,-0.548095321,-10003.1255,25870.5,-0.386661468,,r2,28729.80029,
-32073.25,42061,-0.762541309,-23657.68512,39537.34,-0.598363095,,def1,-0.731340446,-21.54657152
-11540.2489,16471,-0.700640453,-8245.285828,16141.58,-0.510810331,,def2,-0.573761654,
-19682,27656,-0.71167197,-13594.36128,27102.88,-0.501583643,,,,
-15320,18260,-0.838992333,-15320,18260,-0.838992333,,,,
