value predictor(x_i),resource consumption(x_i),def_value1,value predictor(x_change),resource consumption(x_change),def_value2,diff_1,change_1,change_1  pct,diff_2,change_2,change_2 pct,,Employee,dc1 diff,dc1 ,dc1 pct,dc2 diff
-38437,43431,-0.885013009,-29748.36786,42562.38,-0.698935724,8688.632136,0.226048655,22.60486546,0.186077286,0.210253729,21.02537292,,140,0.186077286,0.210253729,21.02537292,
-7541,14525,-0.519173838,-4343.4665,14234.5,-0.30513657,3197.5335,0.424019825,42.4019825,0.214037269,0.412265128,41.22651275,,141,0.214037269,0.412265128,41.22651275,
-18807,25811,-0.728642827,-12607.00849,24778.56,-0.508786971,6199.991512,0.329664035,32.96640353,0.219855856,0.30173337,30.17333701,,142,0.219855856,0.30173337,30.17333701,
-22352,24318,-0.919154536,-22352,24318,-0.919154536,0,0,0,0,0,0,,143,0,0,0,
-15611,17588,-0.887593814,-15610.07695,17588,-0.887541332,0.923053762,5.91284E-05,0.005912842,5.2482E-05,5.91284E-05,0.005912842,,144,5.2482E-05,5.91284E-05,0.005912842,
-17611.87518,25579,-0.688528683,-11469.33412,24555.84,-0.467071545,6142.54106,0.348772689,34.87726887,0.221457138,0.321638217,32.16382174,,145,0.221457138,0.321638217,32.16382174,
-18615.25,26630,-0.699033045,-13286.16092,26097.4,-0.509099026,5329.08908,0.286275451,28.62754505,0.189934019,0.271709643,27.17096434,,146,0.189934019,0.271709643,27.17096434,
-14204.625,28195,-0.503799433,-8561.90326,27631.1,-0.309864727,5642.72174,0.397245386,39.72453859,0.193934705,0.384944271,38.49442713,,147,0.193934705,0.384944271,38.49442713,
-12593.56054,20593,-0.611545697,-7236.883249,19357.42,-0.373855775,5356.677294,0.425350502,42.53505016,0.237689923,0.388670746,38.86707464,,148,0.237689923,0.388670746,38.86707464,
-18944.89431,26909,-0.704035613,-13021.15274,26370.82,-0.493771249,5923.74157,0.312682746,31.26827457,0.210264364,0.298655863,29.8655863,,149,0.210264364,0.298655863,29.8655863,
-13228,15149,-0.87319295,-11408.48391,15149,-0.75308495,1819.516092,0.137550355,13.75503547,0.120108,0.137550355,13.75503547,,150,0.120108,0.137550355,13.75503547,
-13136.93668,30116,-0.436211206,-8314.883227,29513.68,-0.281729802,4822.053456,0.367060721,36.70607214,0.154481404,0.354143593,35.41435933,,151,0.154481404,0.354143593,35.41435933,
-10050.97313,12987,-0.773925705,-10050.97313,12987,-0.773925705,0,0,0,0,0,0,,152,0,0,0,
-11132,16053,-0.693452937,-7919.281004,15731.94,-0.503388711,3212.718996,0.288602138,28.86021376,0.190064226,0.274083814,27.40838139,,153,0.190064226,0.274083814,27.40838139,
-8727,11651,-0.749034418,-5928.12886,11651,-0.508808588,2798.87114,0.320714007,32.07140071,0.24022583,0.320714007,32.07140071,,154,0.24022583,0.320714007,32.07140071,
-7516,14443,-0.520390501,-4336.51798,14154.14,-0.306378062,3179.48202,0.423028475,42.30284753,0.214012439,0.411253546,41.12535462,,155,0.214012439,0.411253546,41.12535462,
-31817,44784,-0.710454627,-22854.82592,43888.32,-0.520749619,8962.17408,0.281678791,28.16787906,0.189705008,0.267019174,26.70191741,,156,0.189705008,0.267019174,26.70191741,
-8399,18360,-0.457461874,-3990.0296,17625.6,-0.226376952,4408.9704,0.524939921,52.49399214,0.231084922,0.505145751,50.51457515,,157,0.231084922,0.505145751,50.51457515,
-26502,33521,-0.790608872,-19122.68706,32850.58,-0.582111094,7379.31294,0.278443625,27.84436246,0.208497778,0.263717984,26.37179843,,158,0.208497778,0.263717984,26.37179843,
-32715.1537,35753,-0.915032409,-32715.1537,35753,-0.915032409,0,0,0,0,0,0,,159,0,0,0,
-24705,31690,-0.779583465,-17729.3972,31056.2,-0.570881087,6975.6028,0.282355912,28.23559118,0.208702378,0.267710114,26.7710114,,160,0.208702378,0.267710114,26.7710114,
-21288,27239,-0.781526488,-15838.67462,26694.22,-0.593337232,5449.325384,0.255981087,25.59810872,0.188189255,0.240797028,24.07970277,,161,0.188189255,0.240797028,24.07970277,
-26336,36376,-0.723993842,-19057.88992,34193.44,-0.557355151,7278.11008,0.276355942,27.63559417,0.166638691,0.230165895,23.01658954,,162,0.166638691,0.230165895,23.01658954,
-15031,16954,-0.886575439,-15031,16954,-0.886575439,0,0,0,0,0,0,,163,0,0,0,
-8667,26661,-0.32508158,-3331.280748,26127.78,-0.127499571,5335.719252,0.615636235,61.56362354,0.197582009,0.607792077,60.77920769,,164,0.197582009,0.607792077,60.77920769,
-38449.7547,44449,-0.865030815,-28664.75184,43560.02,-0.658051852,9785.00286,0.254488044,25.44880438,0.206978963,0.239273514,23.92735141,,165,0.206978963,0.239273514,23.92735141,
-26862,34831,-0.771209555,-19891.15092,34134.38,-0.582730693,6970.849077,0.259505959,25.95059592,0.188478861,0.244393836,24.43938359,,166,0.188478861,0.244393836,24.43938359,
-20553,30549,-0.67278798,-14440.75608,29327.04,-0.492404146,6112.24392,0.29738938,29.73893797,0.180383834,0.268113937,26.81139371,,167,0.180383834,0.268113937,26.81139371,
-22637,32630,-0.693748085,-15459.126,30672.2,-0.504010994,7177.874001,0.317085921,31.70859213,0.189737091,0.273495661,27.3495661,,168,0.189737091,0.273495661,27.3495661,
-15129,18073,-0.837105074,-14769.2359,18073,-0.81719891,359.764098,0.023779767,2.37797672,0.019906164,0.023779767,2.37797672,,169,0.019906164,0.023779767,2.37797672,
-11555,19530,-0.591653866,-6865.0658,18748.8,-0.366160277,4689.9342,0.405879204,40.58792038,0.225493589,0.381124171,38.11241706,,170,0.225493589,0.381124171,38.11241706,
-14494.57286,25449,-0.56955373,-9402.6451,22904.1,-0.410522356,5091.927763,0.351298918,35.1298918,0.159031373,0.27922102,27.92210199,,171,0.159031373,0.27922102,27.92210199,
-31663,41599,-0.761148105,-22504.70788,40767.02,-0.552032204,9158.292115,0.289242716,28.92427159,0.209115901,0.274737465,27.47374653,,172,0.209115901,0.274737465,27.47374653,
-10681,24665,-0.433042773,-5256.15949,21705.2,-0.242161302,5424.84051,0.507896312,50.78963122,0.190881471,0.440791264,44.07912638,,173,0.190881471,0.440791264,44.07912638,
-20229,27169,-0.744561817,-14248.01634,26625.62,-0.535124303,5980.98366,0.295663832,29.56638321,0.209437514,0.281289625,28.12896246,,174,0.209437514,0.281289625,28.12896246,
-15898.97032,22856,-0.695614732,-10410.33048,21941.76,-0.474452846,5488.63984,0.345219831,34.52198307,0.221161886,0.317937324,31.79373236,,175,0.221161886,0.317937324,31.79373236,
-10542,17491,-0.602709965,-6691.88108,17141.18,-0.390397924,3850.11892,0.365217124,36.52171239,0.212312042,0.352262371,35.22623713,,176,0.212312042,0.352262371,35.22623713,
-20308.59746,30269,-0.670937179,-13646.53233,28452.86,-0.479619003,6662.065129,0.328041616,32.80416159,0.191318176,0.285150655,28.51506552,,177,0.191318176,0.285150655,28.51506552,
-22468,30408,-0.738884504,-15773.98288,29799.84,-0.529331127,6694.01712,0.297935603,29.79356026,0.209553377,0.283607758,28.36077578,,178,0.209553377,0.283607758,28.36077578,
-30279.375,32228,-0.939536273,-26412.92687,32228,-0.819564567,3866.448127,0.127692468,12.76924681,0.119971706,0.127692468,12.76924681,,179,0.119971706,0.127692468,12.76924681,
-24204,31139,-0.77728893,-17349.68332,30516.22,-0.568539725,6854.31668,0.283189418,28.31894183,0.208749206,0.268560631,26.85606309,,180,0.208749206,0.268560631,26.85606309,
-29718,44695,-0.664906589,-19881.5244,41119.4,-0.483507162,9836.4756,0.330993862,33.09938623,0.181399427,0.272819416,27.28194155,,181,0.181399427,0.272819416,27.28194155,
-29207,32161,-0.908149622,-22770.29746,32161,-0.708009622,6436.70254,0.220382187,22.03821871,0.20014,0.220382187,22.03821871,,182,0.20014,0.220382187,22.03821871,
-26743.87608,28757,-0.929995343,-26744.45,28757,-0.930015301,-0.573916054,-2.14597E-05,-0.002145972,-1.99574E-05,-2.14597E-05,-0.002145972,,183,-1.99574E-05,-2.14597E-05,-0.002145972,
-24119,33098,-0.728714726,-16833.46824,31774.08,-0.529786173,7285.53176,0.302066079,30.2066079,0.198928553,0.272985499,27.2985499,,184,0.198928553,0.272985499,27.2985499,
-17267,20255,-0.852480869,-17267,20255,-0.852480869,0,0,0,0,0,0,,185,0,0,0,
-16047.90969,19017,-0.843871782,-16047.90969,19017,-0.843871782,0,0,0,0,0,0,,186,0,0,0,
-22905,43904,-0.52170645,-14119.8096,39513.6,-0.3573405,8785.1904,0.383549024,38.35490242,0.16436595,0.315054471,31.50544714,,187,0.16436595,0.315054471,31.50544714,
-20389,36375,-0.560522337,-13115.49086,33465,-0.391916655,7273.509145,0.356736924,35.67369241,0.168605682,0.300801004,30.08010044,,188,0.168605682,0.300801004,30.08010044,
-9772,16705,-0.584974559,-5761.612094,16036.8,-0.359274425,4010.387906,0.410395815,41.03958152,0.225700134,0.385828974,38.58289741,,189,0.225700134,0.385828974,38.58289741,
-10829,21775,-0.497313433,-6907.758,20904,-0.330451493,3921.242,0.362105642,36.21056423,0.16686194,0.335526711,33.55267107,,190,0.16686194,0.335526711,33.55267107,
-5653,17651,-0.320265141,-2121.0349,15885.9,-0.133516823,3531.9651,0.624794817,62.47948169,0.186748318,0.583105352,58.31053521,,191,0.186748318,0.583105352,58.31053521,
-15930,30930,-0.515033948,-8504.9442,25362.6,-0.335334082,7425.0558,0.466105198,46.61051977,0.179699865,0.348908778,34.89087777,,192,0.179699865,0.348908778,34.89087777,
-18888,26829,-0.704014313,-12982.40052,26292.42,-0.493769707,5905.59948,0.312664098,31.26640978,0.210244606,0.298636835,29.86368345,,193,0.210244606,0.298636835,29.86368345,
-7904,10835,-0.729487771,-5735.61312,10835,-0.529359771,2168.38688,0.274340445,27.43404453,0.200128,0.274340445,27.43404453,,194,0.200128,0.274340445,27.43404453,
-24674,27697,-0.890854605,-19130.83321,27697,-0.690718605,5543.166792,0.224656188,22.46561884,0.200136,0.224656188,22.46561884,,195,0.200136,0.224656188,22.46561884,
-28775.92679,30742,-0.936046021,-28775.98,30742,-0.936047752,-0.053213184,-1.84923E-06,-0.000184923,-1.73096E-06,-1.84923E-06,-0.000184923,,196,-1.73096E-06,-1.84923E-06,-0.000184923,
-44497,52489,-0.847739526,-33994.37101,49339.66,-0.68898673,10502.62899,0.236030047,23.60300467,0.158752796,0.187266007,18.72660071,,197,0.158752796,0.187266007,18.72660071,
-24852.625,32842,-0.756732994,-17622.78712,32185.16,-0.547543872,7229.83788,0.29090842,29.09084203,0.209189123,0.276437164,27.64371636,,198,0.209189123,0.276437164,27.64371636,
-40849,42869,-0.952879703,-40849,42869,-0.952879703,0,0,0,0,0,0,,199,0,0,0,
-26356.52237,36322,-0.725635217,-18362.77661,33416.24,-0.549516541,7993.74576,0.303292887,30.3292887,0.176118677,0.24270966,24.27096598,,200,0.176118677,0.24270966,24.27096598,
-19152.75,35080,-0.545973489,-12132.11944,34378.4,-0.352899479,7020.63056,0.366559923,36.65599227,0.19307401,0.353632574,35.36325742,,201,0.19307401,0.353632574,35.36325742,
-17601.66742,19510,-0.902186951,-17601.98727,19510,-0.902203346,-0.319848649,-1.81715E-05,-0.00181715,-1.63941E-05,-1.81715E-05,-0.00181715,,202,-1.63941E-05,-1.81715E-05,-0.00181715,
-24372.59833,36360,-0.670313485,-17097.12977,35632.8,-0.479814378,7275.468558,0.298510174,29.85101736,0.190499107,0.284194055,28.41940547,,203,0.190499107,0.284194055,28.41940547,
-29090.125,42066,-0.691535325,-21518.33062,41224.68,-0.521976899,7571.79438,0.260287447,26.02874474,0.169558427,0.245191273,24.51912728,,204,0.169558427,0.245191273,24.51912728,
-35427,42424,-0.835069772,-26936.60003,41575.52,-0.647895686,8490.399968,0.239659016,23.96590162,0.187174086,0.224141853,22.41418533,,205,0.187174086,0.224141853,22.41418533,
-28558.27635,41525,-0.687736938,-19423.80181,35711.5,-0.543908876,9134.474538,0.319853846,31.98538465,0.143828062,0.20913238,20.91323796,,206,0.143828062,0.20913238,20.91323796,
-18570.73379,25519,-0.727721846,-12952.98113,25008.62,-0.517940659,5617.75266,0.302505691,30.25056911,0.209781187,0.288271113,28.82711133,,207,0.209781187,0.288271113,28.82711133,
-30140.75,38114,-0.790805216,-22518.42062,37351.72,-0.602875065,7622.32938,0.252891165,25.28911649,0.187930151,0.237644046,23.76440459,,208,0.187930151,0.237644046,23.76440459,
-23692,30634,-0.773389045,-16948.23124,30021.32,-0.564539842,6743.76876,0.284643287,28.46432872,0.208849203,0.270044171,27.00441706,,209,0.208849203,0.270044171,27.00441706,
-12804.10732,23751,-0.539097609,-7103.3549,20425.86,-0.347762831,5700.752416,0.445228416,44.52284158,0.191334778,0.354916763,35.49167626,,210,0.191334778,0.354916763,35.49167626,
-17878,23863,-0.749193312,-12625.27644,23385.74,-0.539870726,5252.72356,0.29380935,29.380935,0.209322585,0.279397296,27.9397296,,211,0.209322585,0.279397296,27.9397296,
-25723,26678,-0.964202714,-25722.06147,26678,-0.964167534,0.938533041,3.64861E-05,0.003648614,3.518E-05,3.64861E-05,0.003648614,,212,3.518E-05,3.64861E-05,0.003648614,
-30534,31477,-0.970041618,-27385.67046,31477,-0.870021618,3148.32954,0.103108978,10.31089782,0.10002,0.103108978,10.31089782,,213,0.10002,0.103108978,10.31089782,
-18936,25910,-0.730837514,-12713.9726,24873.6,-0.511143244,6222.0274,0.328581929,32.85819286,0.21969427,0.300606176,30.06061756,,214,0.21969427,0.300606176,30.06061756,
-13128.08572,26088,-0.503223157,-7385.94768,25566.24,-0.288894561,5742.138038,0.437393399,43.73933993,0.214328596,0.425911632,42.59116319,,215,0.214328596,0.425911632,42.59116319,
-10885,19869,-0.547838341,-6908.577292,19471.62,-0.354802389,3976.422708,0.365312146,36.53121459,0.193035952,0.352359333,35.23593325,,216,0.193035952,0.352359333,35.23593325,
-26784,36801,-0.72780631,-18684.83592,33856.92,-0.551876423,8099.16408,0.302388145,30.23881452,0.175929886,0.241726245,24.17262447,,217,0.175929886,0.241726245,24.17262447,
-26875,26787,-1.003285176,-26876.95,26787,-1.003357972,-1.95,-7.25581E-05,-0.007255814,-7.27965E-05,-7.25581E-05,-0.007255814,,218,-7.27965E-05,-7.25581E-05,-0.007255814,
-30256,38167,-0.792726701,-23381.6653,37403.66,-0.625117042,6874.334704,0.227205668,22.72056684,0.167609659,0.211434356,21.14343555,,219,0.167609659,0.211434356,21.14343555,
-26265,31258,-0.840264892,-18759.12424,30007.68,-0.625144104,7505.875761,0.285774824,28.57748243,0.215120788,0.256015442,25.6015442,,220,0.215120788,0.256015442,25.6015442,
-22101.70383,27041,-0.817340477,-17232.91769,26500.18,-0.650294364,4868.786132,0.220290081,22.02900813,0.167046113,0.204377634,20.43776339,,221,0.167046113,0.204377634,20.43776339,
-32352.73015,39337,-0.822450369,-24480.13767,38550.26,-0.635018744,7872.592484,0.243336264,24.3336264,0.187431625,0.227894147,22.78941469,,222,0.187431625,0.227894147,22.78941469,
-11606,23541,-0.493012191,-5956.85426,22599.36,-0.263585086,5649.14574,0.486743559,48.67435585,0.229427105,0.465357873,46.53578734,,223,0.229427105,0.465357873,46.53578734,
-21490,28453,-0.755280638,-14657.29658,27314.88,-0.536604832,6832.70342,0.317948042,31.79480419,0.218675807,0.28952921,28.95292103,,224,0.218675807,0.28952921,28.95292103,
-23120,35059,-0.659459768,-16103.57221,34357.82,-0.468701804,7016.427788,0.303478711,30.34787106,0.190757964,0.28926399,28.92639904,,225,0.190757964,0.28926399,28.92639904,
-22404.73124,24382,-0.91890457,-16549.63776,24382,-0.67876457,5855.09348,0.261332904,26.13329041,0.24014,0.261332904,26.13329041,,226,0.24014,0.261332904,26.13329041,
-24851,33864,-0.733847153,-17396.85632,32509.44,-0.535132451,7454.14368,0.29995347,29.99534699,0.198714702,0.270784864,27.07848645,,227,0.198714702,0.270784864,27.07848645,
-38417,40435,-0.950092741,-38417,40435,-0.950092741,0,0,0,0,0,0,,228,0,0,0,
-5925.993457,13841,-0.428147782,-2048.575717,12733.72,-0.160878024,3877.41774,0.654306787,65.43067873,0.267269758,0.624246508,62.42465079,,229,0.267269758,0.624246508,62.42465079,
-29625.83783,39555,-0.74897833,-21710.73461,37181.7,-0.583909144,7915.103223,0.267168924,26.71689243,0.165069186,0.220392473,22.03924726,,230,0.165069186,0.220392473,22.03924726,
-14847.98623,18757,-0.791597069,-14847.98623,18757,-0.791597069,0,0,0,0,0,0,,231,0,0,0,
-26054,38008,-0.685487266,-18447.38294,37247.84,-0.495260475,7606.617056,0.291955825,29.19558247,0.19022679,0.277505944,27.75059435,,232,0.19022679,0.277505944,27.75059435,
-32439,43411,-0.747253,-22885.97534,39069.9,-0.58577,9553.02466,0.294491959,29.44919591,0.161483,0.216102177,21.61021767,,233,0.161483,0.216102177,21.61021767,
-25135,33118,-0.758952835,-18507.02842,32455.64,-0.570225342,6627.971576,0.263694911,26.36949105,0.188727493,0.248668276,24.8668276,,234,0.188727493,0.248668276,24.8668276,
-34702,50643,-0.685227968,-23560.54,39501.54,-0.596446113,11141.46,0.321061034,32.10610339,0.088781855,0.129565428,12.95654281,,235,0.088781855,0.129565428,12.95654281,
-35794,49756,-0.719390626,-25837.8244,47765.76,-0.540927736,9956.1756,0.278152081,27.81520814,0.178462891,0.248075085,24.80750847,,236,0.178462891,0.248075085,24.80750847,
-39665,59670,-0.6647394,-27729.44323,53703,-0.516348123,11935.55677,0.300909032,30.09090324,0.148391277,0.223232258,22.32322582,,237,0.148391277,0.223232258,22.32322582,
-30110.375,33074,-0.910394116,-30110.375,33074,-0.910394116,0,0,0,0,0,0,,238,0,0,0,
-25273,33256,-0.759953091,-18617.9423,32590.88,-0.571262338,6655.057696,0.263326779,26.33267794,0.188690753,0.248292632,24.8292632,,239,0.188690753,0.248292632,24.8292632,
-21539,30534,-0.705410362,-15427.05566,29923.32,-0.515552942,6111.944341,0.28376175,28.37617504,0.18985742,0.269144643,26.91446432,,240,0.18985742,0.269144643,26.91446432,
-27993,40959,-0.683439537,-19797.92328,36043.92,-0.549272201,8195.07672,0.2927545,29.27545001,0.134167336,0.196311932,19.63119319,,241,0.134167336,0.196311932,19.63119319,
-19353,22368,-0.865209227,-19353,22368,-0.865209227,0,0,0,0,0,0,,242,0,0,0,
-25383,32332,-0.785073611,-18265.43352,31685.36,-0.576462869,7117.56648,0.280406827,28.04068266,0.208610743,0.265721252,26.57212516,,243,0.208610743,0.265721252,26.57212516,
-8970,11915,-0.752832564,-6108.7319,11915,-0.512692564,2861.2681,0.318981951,31.89819509,0.24014,0.318981951,31.89819509,,244,0.24014,0.318981951,31.89819509,
-44872,53895,-0.832581872,-34092.28464,49583.4,-0.687574564,10779.71536,0.240232558,24.02325584,0.145007308,0.174165824,17.41658243,,245,0.145007308,0.174165824,17.41658243,
-31270,33276,-0.939716312,-31270,33276,-0.939716312,0,0,0,0,0,0,,246,0,0,0,
-7209,22142,-0.325580345,-2335.98864,19042.12,-0.12267482,4873.01136,0.675962181,67.59621806,0.202905525,0.623211838,62.32118379,,247,0.202905525,0.623211838,62.32118379,
-14655.81502,37626,-0.38951297,-7879.4474,34615.92,-0.22762496,6776.367619,0.462367163,46.23671635,0.16188801,0.415616482,41.5616482,,248,0.16188801,0.415616482,41.5616482,
-28957,40944,-0.707234271,-20764.1056,36849.6,-0.563482524,8192.8944,0.282933122,28.29331215,0.143751748,0.203259024,20.32590239,,249,0.143751748,0.203259024,20.32590239,
-14397.75,27352,-0.526387467,-7836.950332,26257.92,-0.298460439,6560.799668,0.455682288,45.56822884,0.227927028,0.433002384,43.30023838,,250,0.227927028,0.433002384,43.30023838,
-11445,28376,-0.403333803,-5768.8924,25538.4,-0.225890909,5676.1076,0.495946492,49.59464919,0.177442894,0.439940547,43.99405466,,251,0.177442894,0.439940547,43.99405466,
-23164,31105,-0.744703424,-15694.4453,29860.8,-0.5255869,7469.5547,0.32246394,32.24639397,0.219116524,0.294233271,29.42332706,,252,0.219116524,0.294233271,29.42332706,
-32276.375,34245,-0.942513506,-32276.375,34245,-0.942513506,0,0,0,0,0,0,,253,0,0,0,
-11803.09726,13736,-0.859281979,-9054.846848,13736,-0.659205507,2748.250415,0.232841461,23.28414613,0.200076472,0.232841461,23.28414613,,254,0.200076472,0.232841461,23.28414613,
-12010,13961,-0.860253563,-7819.46624,13961,-0.560093563,4190.53376,0.34892038,34.89203797,0.30016,0.34892038,34.89203797,,255,0.30016,0.34892038,34.89203797,
-19445,27388,-0.709982474,-13961.76234,26840.24,-0.520180234,5483.237664,0.281987023,28.19870231,0.18980224,0.267333697,26.7333697,,256,0.18980224,0.267333697,26.7333697,
-21680,41687,-0.520066208,-12504.60068,38352.04,-0.326047863,9175.399323,0.423219526,42.32195259,0.194018345,0.373064702,37.30647021,,257,0.194018345,0.373064702,37.30647021,
-13716,21706,-0.631899014,-8503.52116,20837.76,-0.408082306,5212.47884,0.380029078,38.00290784,0.223816708,0.354196957,35.41969567,,258,0.223816708,0.354196957,35.41969567,
-23425,31375,-0.746613546,-16516.8988,30747.5,-0.537178594,6908.101196,0.294902933,29.49029326,0.209434952,0.280513197,28.05131965,,259,0.209434952,0.280513197,28.05131965,
-39656.875,46617,-0.850695562,-30327.32156,45684.66,-0.663840369,9329.553444,0.235256899,23.52568992,0.186855193,0.219649897,21.96498971,,260,0.186855193,0.219649897,21.96498971,
-23109,30106,-0.767587856,-17083.82601,29503.88,-0.579036588,6025.173992,0.26072846,26.07284604,0.188551268,0.245641286,24.56412861,,261,0.188551268,0.245641286,24.56412861,
-15650,24589,-0.636463459,-10236.97754,24097.22,-0.424819856,5413.02246,0.345880029,34.58800294,0.211643603,0.332530642,33.25306422,,262,0.211643603,0.332530642,33.25306422,
-24380.02153,25338,-0.962192025,-22352.37096,25338,-0.882167928,2027.650563,0.08316853,8.316853048,0.080024097,0.08316853,8.316853048,,263,0.080024097,0.08316853,8.316853048,
-26795.2626,38767,-0.691187417,-18262.6459,34114.96,-0.53532661,8532.6167,0.31843751,31.84375099,0.155860807,0.22549717,22.54971703,,264,0.155860807,0.22549717,22.54971703,
-10654.81741,17634,-0.60422011,-7125.689726,17281.32,-0.412334806,3529.127688,0.331223666,33.12236663,0.191885304,0.31757517,31.75751697,,265,0.191885304,0.31757517,31.75751697,
-35816,52795,-0.678397576,-25252.7764,46459.6,-0.543542699,10563.2236,0.294930299,29.49302993,0.134854876,0.198784431,19.8784431,,266,0.134854876,0.198784431,19.8784431,
-22570,25540,-0.883711825,-17969.53088,25540,-0.703583825,4600.46912,0.203831153,20.38311529,0.180128,0.203831153,20.38311529,,267,0.180128,0.203831153,20.38311529,
-13323,23315,-0.571434699,-8657.6685,22848.7,-0.378912958,4665.3315,0.350171245,35.01712452,0.192521741,0.336909434,33.69094339,,268,0.192521741,0.336909434,33.69094339,
-32905,34865,-0.943783164,-32905,34865,-0.943783164,0,0,0,0,0,0,,269,0,0,0,
-24701.9325,26636,-0.927388966,-24701.9325,26636,-0.927388966,0,0,0,0,0,0,,270,0,0,0,
-30444.875,32440,-0.938497996,-26551.81548,32440,-0.818489996,3893.05952,0.127872409,12.78724094,0.120008,0.127872409,12.78724094,,271,0.120008,0.127872409,12.78724094,
-11145,14097,-0.790593743,-7477.750032,14097,-0.530449743,3667.249968,0.329048898,32.9048898,0.260144,0.329048898,32.9048898,,272,0.260144,0.329048898,32.9048898,
